12 au Bac de Géo	Bestlaf	https://www.geoguessr.com/user/5f905ae2d30f770001d13246	Julos	https://www.geoguessr.com/user/5ec306bae7115241a4e74bb7	CNeyo	https://www.geoguessr.com/user/5eb80d4c8734a03eb42a225a	Galure	https://www.geoguessr.com/user/57839eb6220547a080e7f2f1	gatan	https://www.geoguessr.com/user/57683cf1813a4f9364826f9e	Soliass	https://www.geoguessr.com/user/5ef4aa07b19e6165c8463d7d	Raoul	https://www.geoguessr.com/user/5fb181d6b45c6700013710b3																			
6 Mois d'Affinage	Haff	https://www.geoguessr.com/user/60a958f22f6ab4000148d7e9	JeanBé	https://www.geoguessr.com/user/63568ce51f363c13469a9719	LeLactaire	https://www.geoguessr.com/user/667c0f87887867bdf255291e	gastonia77	https://www.geoguessr.com/user/59a92e2317631e74145cbeff	Hormost	https://www.geoguessr.com/user/5ee879a003f80c500c7d16cf	Minidj0	https://www.geoguessr.com/user/5fb029cca07ff60001fe74a9	loco motive	https://www.geoguessr.com/user/646828ce6326885150b5a51a																			
ACAD4RLMY	WASf	https://www.geoguessr.com/user/5f96a51816c6a50001fa01e5	Cameera	https://www.geoguessr.com/user/60a2da66d11c7f0001ebc4d3	Zach	https://www.geoguessr.com/user/64fa2050686dd9f0566f259e	Guessther	https://www.geoguessr.com/user/584379fe9cbb976514176eb1	Chthris	https://www.geoguessr.com/user/62eedaad3077cb33c4609674	Ymot	https://www.geoguessr.com/user/5c296804097d019c9053201b	Daan	https://www.geoguessr.com/user/5f91a2db3d05310001d589c3																			
Breizh Organisé	Minisisi	https://www.geoguessr.com/user/5ed5490bbb39467ce840eb05	Gamefab	https://www.geoguessr.com/user/5e930da5d51dd654a4460259	Tornoz	https://www.geoguessr.com/user/5adc668d30e0107eb8b69536	Totoradio	https://www.geoguessr.com/user/5ef09d68b28e5e26bc802a94	Arga	https://www.geoguessr.com/user/54b68d4eab462aac88f34273	MissTk Deb	https://www.geoguessr.com/user/5df0208bdb02e13514a26878	Redfog	https://www.geoguessr.com/user/5dc754a290bbda98144344fe	Agelias	https://www.geoguessr.com/user/5b49bf779e9e56080c02392d																	
Gemapfruken	Canthar	https://www.geoguessr.com/user/60088d01cf047b0001740d08	grizbard	https://www.geoguessr.com/user/5e8a36383d4b6a587c783801	Warum	https://www.geoguessr.com/user/567f075ade4f42582416ba6a	alia	https://www.geoguessr.com/user/606b498b36e95b0001632939	TangOr	https://www.geoguessr.com/user/6310eda2c45d1114c301f1b3	AnkouMako	https://www.geoguessr.com/user/5e91f233373075683494e067	GeoJoe_UK	https://www.geoguessr.com/user/5c431fd498004ebb3857ee52	Clamao	https://www.geoguessr.com/user/634da9ebf94bd6fe56a321bb																	
Hoge Veluwe Meeting	Rrick378	https://www.geoguessr.com/user/5ea70e21d502e15300b87dc7	Ralius	https://www.geoguessr.com/user/59f2e54b9a0834a8a01f7877	Joeri	https://www.geoguessr.com/user/603d2d8e0b13630001e1fc2b	JoeySpeeltGames	https://www.geoguessr.com/user/6272d88be46a0017a063634a	Trekk	https://www.geoguessr.com/user/5ea8165fd502e14cf8e55e04	Wouter28	https://www.geoguessr.com/user/5b65ebd67135fa0e48b45a4a	Yaron	https://www.geoguessr.com/user/5ab4be061e1f02697026cdb6																			
Isle of Man	Nick.BY	https://www.geoguessr.com/user/5926b86352e6ca6c8c1463d7	Egorsmol	https://www.geoguessr.com/user/60c7cce623bc770001651df5	пукардик	https://www.geoguessr.com/user/60622a237c864a00019b5334	MaxJoker84	https://www.geoguessr.com/user/658c1a04945350bcd1f47aca	BOLSHOI YX	https://www.geoguessr.com/user/6408b4bca826252de7a26e7e	Aliaksandr Kamarou	https://www.geoguessr.com/user/5bc9f3921f3cf81af80cfa72	Turbo ( isle of man )	https://www.geoguessr.com/user/63690e4af0676f5f5bc8f78b	Llewkcor	https://www.geoguessr.com/user/58176b7d690835d1183d85a5																	
L'Excel Lente Team	Pyrox	https://www.geoguessr.com/user/5e3046506ea51085583e9cb6	Titou	https://www.geoguessr.com/user/5f63dbbebcfad700014267a0	Mizhu_47	https://www.geoguessr.com/user/5bc7188f1f3cf81af80c9379	SIMGK	https://www.geoguessr.com/user/5ed11a2b282ad28b94fe9b42	Todjinou	https://www.geoguessr.com/user/60674f56a95f2c00017fa2fc	Achtaka	https://www.geoguessr.com/user/5b1d333efaa4cf6dc872ee8c																					
Lituanica	Fallingforyouu	https://www.geoguessr.com/user/619bd021e8e9c600011e53e9	Fluhhe	https://www.geoguessr.com/user/5e4ed4d226bbda38442c61aa	Kubyzdelis	https://www.geoguessr.com/user/60fb3becbccfc70001ec6df4	LayBay	https://www.geoguessr.com/user/5f29802d3ae4f70001339734	Llamalas	https://www.geoguessr.com/user/5d3861691d34a0315c242f4c	Kovaldas	https://www.geoguessr.com/user/6026498736ff8a0001f63940	QTUB_LTU	https://www.geoguessr.com/user/61bb710093ca2b0001ece64d																			
Paraná Pinpointers	Paultre	https://www.geoguessr.com/user/5ead4115d502e169c4b26ff6	rafa_31	https://www.geoguessr.com/user/5f2f13cef9d058000138adaf	Maxøuuu	https://www.geoguessr.com/user/5e96e2d4d502e1540cbc5774	Alphy	https://www.geoguessr.com/user/5e9764acd502e1472c1b694d	Ju	https://www.geoguessr.com/user/5f118f9196eaa85390c6cd1a																							
